Mar 24 15:00:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 24 15:00:51 ubuntu dstat.sh[65379]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 24 15:00:51 ubuntu dstat.sh[65379]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 24 15:05:57 ubuntu dstat.sh[65379]: 24-03 15:05:57| 11  23  63   0   0|4115M  136M  168M 3358M|5332B 1457B|  12k  560k|3.00  52.0 |7235  7853 |2.49 1.85 1.03|1.0   0 368|   0     0 |           | 17  215    0   33    0
Mar 24 15:05:58 ubuntu dstat.sh[65379]: 24-03 15:05:58| 25  16  58   0   0|4134M  117M  168M 3357M|4691B 1546B|   0   363k|   0  28.0 |5360  6358 |2.37 1.84 1.03|2.0   0 190|   0     0 |           | 17  215    0   33    0
Mar 24 15:05:59 ubuntu dstat.sh[65379]: 24-03 15:05:59| 43  10  45   0   0|4269M  115M  168M 3226M|5087B 1516B| 935k  301k|18.1  30.1 |3586  2565 |2.37 1.84 1.03|3.0   0 3.0|   0     0 |           | 17  215    0   30    0
Mar 24 15:06:00 ubuntu dstat.sh[65379]: 24-03 15:06:00| 44   9  46   0   0|4362M  150M  168M 3102M|4507B 1133B| 216k  312k|12.0  30.0 |3549  2396 |2.37 1.84 1.03|5.0   0 7.0|   0     0 |           | 17  219    0   30    0
Mar 24 15:06:01 ubuntu dstat.sh[65379]: 24-03 15:06:01| 27  16  55   1   0|4295M  216M  168M 3102M|3900B  919B|  16k  496k|1.00  37.0 |4944  4705 |2.37 1.84 1.03|2.0   0 265|   0     0 |           | 17  223    0   30    0
Mar 24 15:06:02 ubuntu dstat.sh[65379]: 24-03 15:06:02| 34  25  41   0   0|4322M  188M  168M 3104M|6774B 3680B| 872k   13M|11.0   885 |7849  9999 |2.37 1.84 1.03|3.0   0 571|   0     0 |           | 17  226    0   30    0
Mar 24 15:06:03 ubuntu dstat.sh[65379]: 24-03 15:06:03| 42  21  35   0   0|4362M  146M  168M 3105M|  12k 8230B| 908k 1128k|20.0  28.0 |7429  9852 |2.42 1.86 1.04|2.0   0 305|   0     0 |           | 17  233    0   21    0
Mar 24 15:06:04 ubuntu dstat.sh[65379]: 24-03 15:06:04| 70  19  10   0   0|4472M  114M  168M 3031M|5089B 1617B| 148k  591k|13.0  96.8 |5030  4620 |2.42 1.86 1.04|4.0   0 153|   0     0 |           | 17  234    0   21    0
Mar 24 15:06:05 ubuntu dstat.sh[65379]: 24-03 15:06:05| 62  13  21   3   0|4535M  167M  168M 2917M|  13k 9902B|7220k 2070k| 421  93.3 |5743  5883 |2.42 1.86 1.04|6.0   0  23|   0     0 |           | 17  242    0   21    0
Mar 24 15:06:06 ubuntu dstat.sh[65379]: 24-03 15:06:06| 47  20  30   1   0|4518M  181M  168M 2921M|6937B 3905B| 484k 3652k|69.0   150 |7639    10k|2.42 1.86 1.04|5.0 1.0 270|   0     0 |           | 17  241    0   28    0
Mar 24 15:06:07 ubuntu dstat.sh[65379]: 24-03 15:06:07| 35  28  36   0   0|4599M  141M  168M 2882M|9591B 7064B|4096B 1472k|1.00  90.0 |7549  8808 |2.42 1.86 1.04|5.0   0 422|   0     0 |           | 17  242    0   28    0
Mar 24 15:06:08 ubuntu dstat.sh[65379]: 24-03 15:06:08| 40  20  39   0   0|4525M  215M  168M 2882M|  10k 6993B| 128k 9694k|8.99  88.9 |6448  8527 |2.31 1.84 1.04|3.0   0 266|   0     0 |           | 17  245    0   28    0
Mar 24 15:06:09 ubuntu dstat.sh[65379]: 24-03 15:06:09| 57  30  12   0   0|4661M  129M  168M 2833M|4109B 1027B|  52k  644k|4.00  38.0 |6488  6772 |2.31 1.84 1.04|4.0   0 482|   0     0 |           | 17  245    0   28    0
Mar 24 15:06:10 ubuntu dstat.sh[65379]: 24-03 15:06:10| 50  18  29   1   0|4684M  148M  168M 2790M|  13k   10k|1179k 2377k|59.9   103 |7736    16k|2.31 1.84 1.04|5.0 1.0 219|   0     0 |           | 17  250    0   31    0
Mar 24 15:06:11 ubuntu dstat.sh[65379]: 24-03 15:06:11| 55  31  15   0   0|4734M  128M  168M 2761M|5938B 2232B|  16k  605k|3.00  47.0 |6797  7711 |2.31 1.84 1.04|4.0   0 508|   0     0 |           | 17  249    0   32    0
Mar 24 15:06:12 ubuntu dstat.sh[65379]: 24-03 15:06:12| 50  21  27   0   0|4767M  121M  168M 2736M|  10k 7358B| 510k  661k|28.9  35.9 |8439    16k|2.31 1.84 1.04|2.0   0 271|   0     0 |           | 17  258    0   32    0
Mar 24 15:06:13 ubuntu dstat.sh[65379]: 24-03 15:06:13| 56  22  20   0   0|4843M  119M  168M 2664M|  10k 6790B|  12k  743k|2.00  44.9 |6318  6017 |2.52 1.89 1.06|4.0   0 201|   0     0 |           | 17  259    0   33    0
Mar 24 15:06:14 ubuntu dstat.sh[65379]: 24-03 15:06:14| 67  16  17   0   0|4944M  129M  168M 2555M|  16k   12k|1417k 1489k|40.2  44.3 |9661    21k|2.52 1.89 1.06|3.0   0  15|   0     0 |           | 17  263    0   34    0
Mar 24 15:06:15 ubuntu dstat.sh[65379]: 24-03 15:06:15| 52  11  35   1   0|4934M  180M  168M 2516M|  13k 8783B|1865k  873k|87.7  91.7 |7210  9054 |2.52 1.89 1.06|3.0   0  21|   0     0 |           | 17  268    0   38    0
Mar 24 15:06:16 ubuntu dstat.sh[65379]: 24-03 15:06:16| 58  21  20   1   0|4962M  171M  168M 2500M|6959B 3451B|4282k 1640k|73.2  83.3 |6676    10k|2.52 1.89 1.06|4.0   0 229|   0     0 |           | 17  270    0   36    0
Mar 24 15:06:17 ubuntu dstat.sh[65379]: 24-03 15:06:17| 44  28  26   0   0|4979M  154M  168M 2498M|  16k   11k|1106k  435k|11.0  24.0 |7969    13k|2.52 1.89 1.06|5.0   0 443|   0     0 |           | 17  269    0   38    0
Mar 24 15:06:18 ubuntu dstat.sh[65379]: 24-03 15:06:18| 54  24  20   0   0|4994M  139M  168M 2498M|6622B 3590B| 545k  897k|6.01  35.0 |7220  9544 |2.72 1.95 1.08|2.0   0 328|   0     0 |           | 17  270    0   38    0
Mar 24 15:06:19 ubuntu dstat.sh[65379]: 24-03 15:06:19| 67  18  14   0   0|5036M  149M  168M 2447M|  15k   10k| 800k  556k|11.0  42.0 |5733  5127 |2.72 1.95 1.08|5.0   0 169|   0     0 |           | 18  272    0   39    0
Mar 24 15:06:20 ubuntu dstat.sh[65379]: 24-03 15:06:20| 81  16   2   1   0|5123M  141M  168M 2371M|5047B 1617B|3158k  982k| 155  60.9 |6415  5928 |2.72 1.95 1.08| 10   0  16|   0     0 |           | 18  278    0   38    0
Mar 24 15:06:21 ubuntu dstat.sh[65379]: 24-03 15:06:21| 67  16  15   0   0|5198M  136M  168M 2304M|  13k 9831B|1516k 2563k|52.1   298 |8046    11k|2.72 1.95 1.08|3.0   0 118|   0     0 |           | 18  282    0   39    0
Mar 24 15:06:22 ubuntu dstat.sh[65379]: 24-03 15:06:22| 39  15  44   0   0|5177M  157M  168M 2304M|7911B 5206B| 987k  736k|11.0  49.0 |5381  5103 |2.72 1.95 1.08|2.0   0 118|   0     0 |           | 18  286    0   40    0
Mar 24 15:06:23 ubuntu dstat.sh[65379]: 24-03 15:06:23| 37   9  52   0   0|5211M  123M  168M 2304M|  22k 9874B| 579k  448k|12.0  25.0 |4336  3882 |2.66 1.95 1.09|2.0   0 8.0|   0     0 |           | 18  291    0   40    0
Mar 24 15:06:24 ubuntu dstat.sh[65379]: 24-03 15:06:24| 30   8  61   1   0|5158M  195M  168M 2285M|2546k   51k| 512k 1513k|4.00  76.0 |6216  4769 |2.66 1.95 1.09|1.0   0  10|   0     0 |           | 18  289    0   35    0
Mar 24 15:06:25 ubuntu dstat.sh[65379]: 24-03 15:06:25| 24   6  68   1   0|5194M  151M  168M 2293M|8461k  133k|   0   484k|   0  36.0 |  10k 5008 |2.66 1.95 1.09|3.0   0 2.0|   0     0 |           | 18  294    0   35    0
Mar 24 15:06:26 ubuntu dstat.sh[65379]: 24-03 15:06:26| 23  14  61   1   0|5134M  204M  168M 2300M|5729k   98k|2290k  609k|26.0  48.1 |  10k 7650 |2.66 1.95 1.09|2.0   0 263|   0     0 |           | 18  294    0   36    0
Mar 24 15:06:27 ubuntu dstat.sh[65379]: 24-03 15:06:27| 43   8  48   0   0|5237M  132M  168M 2270M|6651B 4268B|   0   384k|   0  30.0 |3676  2804 |2.66 1.95 1.09|1.0   0   0|   0     0 |           | 18  296    0   36    0
Mar 24 15:06:28 ubuntu dstat.sh[65379]: 24-03 15:06:28| 28   5  65   1   0|5239M  130M  168M 2270M|  22k   18k|   0    16M|   0  1228 |4904  5546 |2.61 1.95 1.09|3.0   0   0|   0     0 |           | 18  300    0   36    0
Mar 24 15:06:29 ubuntu dstat.sh[65379]: 24-03 15:06:29| 12   4  81   0   0|5192M  177M  168M 2271M| 399k   16M| 544k 9278k|30.0  75.0 |4370  4123 |2.61 1.95 1.09|  0   0  40|   0     0 |           | 18  298    0   37    0
Mar 24 15:06:30 ubuntu dstat.sh[65379]: 24-03 15:06:30|  3   1  95   0   0|5191M  178M  168M 2271M|7395B 1453B|   0  6103k|   0   192 |1526  2060 |2.61 1.95 1.09|1.0   0   0|   0     0 |           | 18  298    0   37    0
Mar 24 15:06:31 ubuntu dstat.sh[65379]: 24-03 15:06:31|  4   2  93   1   0|5190M  178M  168M 2271M|6977B 1407B|  96k 4272k|6.01  96.2 |1991  2774 |2.61 1.95 1.09|1.0   0 1.0|   0     0 |           | 18  300    0   37    0
Mar 24 15:06:32 ubuntu dstat.sh[65379]: 24-03 15:06:32| 16   3  78   1   0|5195M  174M  168M 2271M|9708k   92k|   0  2681k|   0   175 |  13k 8134 |2.61 1.95 1.09|2.0   0 1.0|   0     0 |           | 18  306    0   36    0
Mar 24 15:06:33 ubuntu dstat.sh[65379]: 24-03 15:06:33| 17  11  69   0   0|5109M  244M  168M 2286M|6753k   65k|  64k 2015k|4.00   277 |7719  6405 |2.48 1.93 1.09|2.0   0 152|   0     0 |           | 18  304    0   39    0
Mar 24 15:06:34 ubuntu dstat.sh[65379]: 24-03 15:06:34| 14  17  68   0   0|5144M  209M  168M 2287M|5512B 1618B|  16k 2013k|2.00  27.0 |5280  4729 |2.48 1.93 1.09|1.0   0 315|   0     0 |           | 18  304    0   39    0
Mar 24 15:06:35 ubuntu dstat.sh[65379]: 24-03 15:06:35| 23   4  71   0   0|5181M  172M  168M 2287M|5846B 1622B|   0    12M|   0  31.0 |2599  2193 |2.48 1.93 1.09|1.0   0  16|   0     0 |           | 18  304    0   39    0
Mar 24 15:06:36 ubuntu dstat.sh[65379]: 24-03 15:06:36|  9  19  69   0   0|5182M  171M  168M 2287M|5126B 1679B|   0   620k|   0  32.8 |5488  4219 |2.48 1.93 1.09|2.0 1.0 268|   0     0 |           | 18  304    0   38    0
Mar 24 15:06:37 ubuntu dstat.sh[65379]: 24-03 15:06:37| 10  20  69   0   0|5165M  188M  168M 2287M|4665B 1467B|  16k  193k|2.01  18.1 |5695  4429 |2.48 1.93 1.09|2.0   0 290|   0     0 |           | 18  304    0   38    0
Mar 24 15:06:38 ubuntu dstat.sh[65379]: 24-03 15:06:38|  4   7  87   0   0|5152M  201M  168M 2287M|4437B 1619B|   0    16M|   0  54.0 |2682  2620 |2.36 1.92 1.09|  0   0  95|   0     0 |           | 18  304    0   38    0
Mar 24 15:06:39 ubuntu dstat.sh[65379]: 24-03 15:06:39| 16   4  79   0   0|5175M  178M  168M 2287M|4521B 1459B|   0   192k|   0  17.0 |2090  1998 |2.36 1.92 1.09|1.0   0 9.0|   0     0 |           | 18  304    0   38    0
Mar 24 15:06:40 ubuntu dstat.sh[65379]: 24-03 15:06:40| 19   2  78   0   0|5195M  158M  168M 2287M|  12k 9431B|  64k   44k|3.99  2.99 |2553  2575 |2.36 1.92 1.09|4.0   0 3.0|   0     0 |           | 18  309    0   36    0
Mar 24 15:06:41 ubuntu dstat.sh[65379]: 24-03 15:06:41| 13  15  71   0   0|5182M  171M  168M 2287M|5299B 2143B|8225B  317k|2.01  26.1 |5200  4370 |2.36 1.92 1.09|1.0   0 210|   0     0 |           | 18  308    0   37    0
Mar 24 15:06:42 ubuntu dstat.sh[65379]: 24-03 15:06:42| 12  17  69   0   0|5175M  177M  168M 2287M|4184B 1607B|  48k  268k|2.00  21.0 |5639  4771 |2.36 1.92 1.09|1.0   0 216|   0     0 |           | 18  308    0   37    0
Mar 24 15:06:43 ubuntu dstat.sh[65379]: 24-03 15:06:43| 16  13  70   0   0|5162M  190M  168M 2287M|4710B 1511B|4094B  288k|1.00  24.0 |4607  3831 |2.25 1.90 1.09|2.0   0 174|   0     0 |           | 18  310    0   37    0
Mar 24 15:06:44 ubuntu dstat.sh[65379]: 24-03 15:06:44| 24   4  71   0   0|5220M  131M  168M 2287M|4309B 1567B|   0   596k|   0  48.0 |2589  2511 |2.25 1.90 1.09|2.0   0 4.0|   0     0 |           | 18  310    0   37    0
Mar 24 15:06:45 ubuntu dstat.sh[65379]: 24-03 15:06:45| 24   3  71   0   0|5249M  134M  168M 2258M|5236B 1620B| 388k  380k|12.0  41.0 |2942  2966 |2.25 1.90 1.09|2.0   0 4.0|   0     0 |           | 18  314    0   37    0
Mar 24 15:06:46 ubuntu dstat.sh[65379]: 24-03 15:06:46| 23   3  72   0   0|5248M  134M  168M 2258M|4332B 1456B|  24k  188k|3.99  7.99 |2228  1929 |2.25 1.90 1.09|3.0   0 5.0|   0     0 |           | 18  310    0   37    0
Mar 24 15:06:47 ubuntu dstat.sh[65379]: 24-03 15:06:47| 21   5  73   0   0|5288M  119M  168M 2234M|4750B 1623B|   0   140k|   0  9.02 |2224  1908 |2.25 1.90 1.09|2.0   0 3.0|   0     0 |           | 18  310    0   37    0
Mar 24 15:06:48 ubuntu dstat.sh[65379]: 24-03 15:06:48| 10   1  87   0   0|5283M  124M  168M 2234M|  23k   20k|   0   128k|   0  13.0 |2472  2772 |2.23 1.90 1.10|3.0   0   0|   0     0 |           | 18  317    0   38    0
Mar 24 15:06:49 ubuntu dstat.sh[65379]: 24-03 15:06:49| 24   4  71   0   0|5263M  143M  168M 2234M|4665B 1752B|   0     0 |   0     0 |2469  2060 |2.23 1.90 1.10|1.0   0  16|   0     0 |           | 18  310    0   39    0
Mar 24 15:06:50 ubuntu dstat.sh[65379]: 24-03 15:06:50| 25   4  71   0   0|5284M  138M  168M 2219M|4761B 1621B|   0   144k|   0  13.0 |2415  2049 |2.23 1.90 1.10|4.0   0   0|   0     0 |           | 18  310    0   39    0
Mar 24 15:06:51 ubuntu dstat.sh[65379]: 24-03 15:06:51| 12  18  68   0   0|5213M  209M  168M 2220M|4371B 1567B| 444k  692k|10.0  46.0 |6025  5387 |2.23 1.90 1.10|1.0   0 373|   0     0 |           | 18  314    0   39    0
Mar 24 15:06:52 ubuntu dstat.sh[65379]: 24-03 15:06:52| 17  11  70   0   0|5213M  209M  168M 2220M|4437B 1619B|  48k  308k|2.00  18.0 |4473  4089 |2.23 1.90 1.10|1.0   0 228|   0     0 |           | 18  314    0   39    0
Mar 24 15:06:53 ubuntu dstat.sh[65379]: 24-03 15:06:53| 20   3  76   0   0|5239M  182M  168M 2221M|  10k 3768B|   0   312k|   0  13.0 |2313  2115 |2.13 1.89 1.10|1.0   0  17|   0     0 |           | 18  315    0   39    0
Mar 24 15:06:54 ubuntu dstat.sh[65379]: 24-03 15:06:54| 24   4  71   0   0|5229M  186M  168M 2225M|4958B 1792B|4092B 3749k|1.00   437 |2673  2237 |2.13 1.89 1.10|4.0   0 4.0|   0     0 |           | 18  314    0   39    0
Mar 24 15:06:55 ubuntu dstat.sh[65379]: 24-03 15:06:55| 20   3  77   1   0|5230M  180M  169M 2230M|  12k 4568B|   0   989k|   0  23.0 |2374  2136 |2.13 1.89 1.10|2.0   0  18|   0     0 |           | 18  314    0   39    0
Mar 24 15:06:56 ubuntu dstat.sh[65379]: 24-03 15:06:56| 20   4  73   0   0|5224M  185M  169M 2231M|9070B 3602B|4091B   84k|1.00  1.00 |  10k   19k|2.13 1.89 1.10|1.0   0  12|   0     0 |           | 18  315    0   39    0
Mar 24 15:06:57 ubuntu dstat.sh[65379]: 24-03 15:06:57| 23   7  70   0   0|5224M  184M  169M 2231M|7345B 2416B| 168k  505k|9.01  9.01 |  10k   18k|2.13 1.89 1.10|1.0   0  17|   0     0 |           | 18  315    0   39    0
Mar 24 15:06:58 ubuntu dstat.sh[65379]: 24-03 15:06:58| 20   7  71   1   0|5167M  251M  169M 2221M|5134B 1742B|   0  1518k|   0  31.0 |2950  2486 |2.04 1.87 1.09|2.0   0  53|   0     0 |           | 18  314    0   39    0
Mar 24 15:06:59 ubuntu dstat.sh[65379]: 24-03 15:06:59| 14  15  68   0   0|5181M  237M  169M 2222M|4062B  906B|   0   408k|   0  37.0 |4714  4181 |2.04 1.87 1.09|2.0   0 221|   0     0 |           | 18  314    0   39    0
Mar 24 15:07:00 ubuntu dstat.sh[65379]: 24-03 15:07:00| 20   2  76   0   0|5222M  196M  169M 2222M|5928B 3097B|   0   164k|   0  9.99 |2367  2156 |2.04 1.87 1.09|2.0   0   0|   0     0 |           | 18  315    0   39    0
Mar 24 15:07:01 ubuntu dstat.sh[65379]: 24-03 15:07:01| 23  13  64   0   0|5187M  231M  169M 2222M|  13k 9991B|  20k 1220k|2.00   119 |5658  7079 |2.04 1.87 1.09|2.0   0 118|   0     0 |           | 18  316    0   42    0
Mar 24 15:07:02 ubuntu dstat.sh[65379]: 24-03 15:07:02| 26   5  67   0   0|5252M  166M  169M 2222M|4336B 2231B|  32k  450k|1.00  24.9 |3166  2864 |2.04 1.87 1.09|  0   0 6.0|   0     0 |           | 18  317    0   42    0
Mar 24 15:07:03 ubuntu dstat.sh[65379]: 24-03 15:07:03| 19   6  74   0   0|5228M  190M  169M 2222M|  12k 9325B|   0   265k|   0  22.1 |3509  3212 |1.96 1.86 1.09|1.0   0  70|   0     0 |           | 18  316    0   43    0
Mar 24 15:07:04 ubuntu dstat.sh[65379]: 24-03 15:07:04| 21   3  75   0   0|5243M  175M  169M 2222M|5546B 3312B|   0   108k|   0  7.99 |2314  2038 |1.96 1.86 1.09|1.0   0 1.0|   0     0 |           | 18  317    0   43    0
Mar 24 15:07:05 ubuntu dstat.sh[65379]: 24-03 15:07:05| 19   6  73   0   0|5219M  199M  169M 2222M|  16k   12k|   0   408k|   0  19.0 |3283  2893 |1.96 1.86 1.09|4.0   0  56|   0     0 |           | 18  316    0   43    0
Mar 24 15:07:06 ubuntu dstat.sh[65379]: 24-03 15:07:06| 20   3  75   0   0|5236M  182M  169M 2222M|5970B 3574B|   0   662k|   0  8.97 |2169  1908 |1.96 1.86 1.09|  0   0   0|   0     0 |           | 18  317    0   43    0
Mar 24 15:07:07 ubuntu dstat.sh[65379]: 24-03 15:07:07| 19   6  74   0   0|5159M  259M  169M 2222M|  13k   10k|  12k   44k|1.00  1.00 |3012  2520 |1.96 1.86 1.09|3.0   0  32|   0     0 |           | 18  316    0   46    0
Mar 24 15:07:08 ubuntu dstat.sh[65379]: 24-03 15:07:08| 20   3  77   0   0|5214M  204M  169M 2222M|6195B 3946B|   0     0 |   0     0 |2044  1765 |1.88 1.84 1.09|1.0   0   0|   0     0 |           | 18  317    0   46    0
Mar 24 15:07:09 ubuntu dstat.sh[65379]: 24-03 15:07:09| 16   3  80   1   0|5216M  202M  169M 2222M|  13k 9573B|  32k 2190k|2.00   335 |2672  2960 |1.88 1.84 1.09|3.0   0   0|   0     0 |           | 18  316    0   39    0
Mar 24 15:07:10 ubuntu dstat.sh[65379]: 24-03 15:07:10| 20   7  71   0   0|5244M  174M  169M 2222M|4073B 1079B|   0   452k|   0  89.9 |2732  2337 |1.88 1.84 1.09|2.0   0  49|   0     0 |           | 18  316    0   39    0
Mar 24 15:07:11 ubuntu dstat.sh[65379]: 24-03 15:07:11| 19   2  78   0   0|5251M  167M  169M 2222M|  14k   12k|   0   368k|   0  33.0 |2717  2723 |1.88 1.84 1.09|2.0   0 1.0|   0     0 |           | 18  318    0   42    0
Mar 24 15:07:12 ubuntu dstat.sh[65379]: 24-03 15:07:12| 23   6  71   0   0|5290M  128M  169M 2222M|4534B 1513B|  32k  276k|1.00  29.0 |3031  2834 |1.88 1.84 1.09|2.0   0  32|   0     0 |           | 18  318    0   42    0
Mar 24 15:07:13 ubuntu dstat.sh[65379]: 24-03 15:07:13| 12   2  84   0   0|5276M  141M  169M 2222M|  14k   11k|   0   312k|   0  30.0 |2379  2686 |1.73 1.81 1.09|  0   0   0|   0     0 |           | 18  319    0   36    0
Mar 24 15:07:14 ubuntu dstat.sh[65379]: 24-03 15:07:14| 11   9  77   2   0|5249M  168M  170M 2223M|  11k 4363B|1123k  464k| 251  48.0 |4389  4634 |1.73 1.81 1.09|1.0   0 183|   0     0 |           | 18  320    0   37    0
Mar 24 15:07:15 ubuntu dstat.sh[65379]: 24-03 15:07:15|  3   5  90   0   0|5226M  190M  170M 2223M|  16k 2806B|   0   405k|   0  26.1 |2515  2791 |1.73 1.81 1.09|1.0   0  70|   0     0 |           | 18  318    0   38    0
Mar 24 15:07:16 ubuntu dstat.sh[65379]: 24-03 15:07:16|  4   4  90   0   0|5208M  208M  170M 2223M|  12k 4865B|   0   196k|   0  11.0 |2207  2303 |1.73 1.81 1.09|1.0   0  74|   0     0 |           | 18  318    0   39    0
Mar 24 15:07:17 ubuntu dstat.sh[65379]: 24-03 15:07:17| 20  13  65   2   0|5201M  205M  170M 2233M|4870B 1189B|3610k  988k| 240  25.0 |4740    12k|1.73 1.81 1.09|1.0   0 230|   0     0 |           | 18  318    0   32    0
Mar 24 15:07:18 ubuntu dstat.sh[65379]: 24-03 15:07:18| 22   2  74   0   0|5214M  187M  170M 2237M|9487B 2683B|4088B  950k|1.00  15.0 |2398  2290 |1.67 1.80 1.09|  0   0  17|   0     0 |           | 18  319    0   32    0
Mar 24 15:07:19 ubuntu dstat.sh[65379]: 24-03 15:07:19| 16   3  79   0   0|5204M  194M  170M 2240M|  12k 4575B|   0   924k|   0  32.0 |2230  2176 |1.67 1.80 1.09|1.0   0 8.0|   0     0 |           | 18  318    0   32    0
Mar 24 15:07:20 ubuntu dstat.sh[65379]: 24-03 15:07:20| 14  13  71   1   0|5177M  218M  171M 2243M|4780B 1242B|1468k 2653k|24.0  89.0 |5426  5432 |1.67 1.80 1.09|1.0   0 295|   0     0 |           | 18  318    0   32    0
Mar 24 15:07:21 ubuntu dstat.sh[65379]: 24-03 15:07:21| 19   4  76   0   0|5215M  180M  171M 2243M|  10k 7332B|   0   500k|   0  30.0 |2456  2398 |1.67 1.80 1.09|1.0   0   0|   0     0 |           | 18  319    0   28    0
Mar 24 15:07:22 ubuntu dstat.sh[65379]: 24-03 15:07:22| 21   6  71   0   0|5176M  218M  171M 2243M|  21k   18k|  16k  664k|1.00  45.0 |3151  2989 |1.67 1.80 1.09|2.0   0  47|   0     0 |           | 18  318    0   30    0
Mar 24 15:07:23 ubuntu dstat.sh[65379]: 24-03 15:07:23| 19   3  76   0   0|5216M  179M  171M 2243M|  10k 7330B|   0  1883k|   0   119 |2502  2525 |1.70 1.80 1.09|1.0   0   0|   0     0 |           | 18  319    0   30    0
Mar 24 15:07:24 ubuntu dstat.sh[65379]: 24-03 15:07:24| 20   4  74   0   0|5220M  174M  171M 2244M|7579B 4707B|  96k 1432k|6.00   273 |2863  2553 |1.70 1.80 1.09|2.0   0  15|   0     0 |           | 18  318    0   32    0
Mar 24 15:07:25 ubuntu dstat.sh[65379]: 24-03 15:07:25| 20   3  77   0   0|5245M  150M  171M 2244M|  10k 7280B|   0    60k|   0  4.00 |2084  1924 |1.70 1.80 1.09|1.0   0   0|   0     0 |           | 18  319    0   30    0
Mar 24 15:07:26 ubuntu dstat.sh[65379]: 24-03 15:07:26| 23   4  70   2   0|5210M  182M  171M 2246M|6400B 3537B|2129k 1593k|83.0   193 |5860  8718 |1.70 1.80 1.09|1.0 1.0 7.0|   0     0 |           | 18  320    0   31    0
Mar 24 15:07:27 ubuntu dstat.sh[65379]: 24-03 15:07:27| 21   2  75   0   0|5231M  161M  171M 2246M|6108B 3444B|   0   355k|   0  22.9 |2405  2295 |1.70 1.80 1.09|  0   0   0|   0     0 |           | 18  321    0   31    0
Mar 24 15:07:28 ubuntu dstat.sh[65379]: 24-03 15:07:28| 19   4  76   1   0|5230M  163M  171M 2246M|  12k 8821B|  48k  827k|2.01  83.3 |4022  5186 |1.64 1.79 1.09|2.0   0   0|   0     0 |           | 18  321    0   31    0
Mar 24 15:07:29 ubuntu dstat.sh[65379]: 24-03 15:07:29| 16  16  66   1   0|5211M  181M  171M 2246M|6759B 2793B|   0  3610k|   0   243 |6778  7421 |1.64 1.79 1.09|1.0   0 400|   0     0 |           | 18  320    0   28    0
Mar 24 15:07:30 ubuntu dstat.sh[65379]: 24-03 15:07:30|  9  23  67   0   0|5205M  187M  171M 2246M|5393B 1513B|   0   300k|   0  25.0 |7112  6534 |1.64 1.79 1.09|1.0   0 615|   0     0 |           | 18  320    0   28    0
Mar 24 15:07:31 ubuntu dstat.sh[65379]: 24-03 15:07:31| 10  22  66   0   0|5199M  193M  171M 2246M|7340B 1025B|   0   895k|   0  71.9 |7331  6833 |1.64 1.79 1.09|3.0   0 625|   0     0 |           | 18  320    0   28    0
Mar 24 15:07:32 ubuntu dstat.sh[65379]: 24-03 15:07:32|  8  23  67   0   0|5180M  213M  171M 2246M|5629B 1567B|   0  3378k|   0   141 |7049  6273 |1.64 1.79 1.09|3.0   0 573|   0     0 |           | 18  320    0   28    0
Mar 24 15:07:33 ubuntu dstat.sh[65379]: 24-03 15:07:33|  9  23  67   0   0|5181M  211M  171M 2246M|5561B 1620B|   0   128k|   0  19.0 |7205  6588 |1.59 1.78 1.09|1.0   0 659|   0     0 |           | 18  320    0   28    0
Mar 24 15:07:34 ubuntu dstat.sh[65379]: 24-03 15:07:34|  9  22  68   0   0|5179M  213M  171M 2246M|5191B 1512B|   0    44k|   0  11.0 |7039  6431 |1.59 1.78 1.09|1.0   0 623|   0     0 |           | 18  320    0   25    0
Mar 24 15:07:35 ubuntu dstat.sh[65379]: 24-03 15:07:35| 14  15  69   0   0|5187M  214M  171M 2237M|5141B 1293B|  20k 1377k|2.00   258 |5786  4998 |1.59 1.78 1.09|2.0   0 379|   0     0 |           | 18  320    0   25    0
