Dec 30 07:31:40 jammy-provider-cloud-0000007872 systemd[1]: Started Devstack devstack@dstat.service.
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 30 07:37:08 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:08| 23   7  70   0   0|4448M  182M  169M 2974M|  13k 1628B|   0   165k|   0  10.1 |2611  4276 |1.68 1.68 0.99|2.0   0  49|   0     0 |   0     0 | 18  293    0   40    1
Dec 30 07:37:09 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:09| 26   4  69   0   0|4431M  200M  169M 2974M|6720B 1463B| 209k  265k|16.1  17.1 |1924  2974 |1.68 1.68 0.99|2.0   0  16|   0     0 |   0     0 | 18  293    0   42    1
Dec 30 07:37:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:10| 26   5  67   1   0|4394M  235M  169M 2974M|6200B 1608B| 385k 1005k|32.8   150 |3567  6872 |1.68 1.68 0.99|2.0   0 6.0|   0     0 |   0     0 | 18  295    0   44    1
Dec 30 07:37:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:11| 25   3  72   0   0|4450M  180M  169M 2974M|5001B 1623B|   0   665k|   0  43.1 |1700  2537 |1.68 1.68 0.99|2.0   0 2.0|   0     0 |   0     0 | 18  297    0   42    1
Dec 30 07:37:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:12| 21  10  67   0   0|4403M  226M  169M 2975M|5059B 1625B|  16k 1128k|2.01   126 |4174  7481 |1.78 1.70 1.00|3.0   0 247|   0     0 |   0     0 | 18  295    0   43    1
Dec 30 07:37:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:13| 11  21  69   0   0|4411M  218M  169M 2975M|5405B 1625B|   0   582k|   0  44.1 |3889  6621 |1.78 1.70 1.00|1.0   0 608|   0     0 |   0     0 | 18  295    0   36    1
Dec 30 07:37:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:14| 10  21  68   0   0|4409M  220M  169M 2975M|5585B 1619B|   0   540k|   0  39.0 |3957  6870 |1.78 1.70 1.00|1.0   0 617|   0     0 |   0     0 | 18  295    0   36    1
Dec 30 07:37:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:15| 10  19  68   0   0|4411M  219M  169M 2975M|5585B 1660B|   0  6922k|   0   670 |5000  8734 |1.78 1.70 1.00|3.0   0 741|   0     0 |   0     0 | 18  295    0   35    1
Dec 30 07:37:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:16| 10  20  68   0   0|4413M  217M  169M 2975M|5579B 1615B|   0   239k|   0  20.9 |3923  6579 |1.78 1.70 1.00|2.0   0 589|   0     0 |   0     0 | 18  295    0   35    1
Dec 30 07:37:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:17|  9  21  68   0   0|4407M  222M  169M 2975M|4149B 1458B|   0   192k|   0  22.0 |4033  6919 |1.72 1.69 1.00|5.0   0 594|   0     0 |   0     0 | 18  295    0   31    1
Dec 30 07:37:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:18| 14  13  71   0   0|4420M  294M  169M 2896M|4876B 1615B|  16k  598k|3.99  47.8 |3152  5402 |1.72 1.69 1.00|2.0   0 330|   0     0 |   0     0 | 18  295    0   31    1
Dec 30 07:37:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:19| 22   6  69   0   0|4447M  254M  169M 2911M|6806B 1620B|8190B 3383k|1.00  26.0 |  15k   30k|1.72 1.69 1.00|2.0   0 8.0|   0     0 |   0     0 | 18  295    0   30    1
Dec 30 07:37:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:20|  8   2  89   0   0|4450M  250M  169M 2912M|9740B 3660B|  32k 1618k|1.00  48.0 |1831  3355 |1.72 1.69 1.00|1.0   0 5.0|   0     0 |   0     0 | 18  296    0   30    1
Dec 30 07:37:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:21| 14   1  84   1   0|4455M  244M  169M 2912M|  18k 7905B| 105k 1086k|13.1  55.5 |1416  2205 |1.72 1.69 1.00|2.0   0   0|   0     0 |   0     0 | 18  297    0   22    1
Dec 30 07:37:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:22| 30   7  63   1   0|4471M  228M  169M 2912M|  21k   12k| 941k 1153k|43.9  42.9 |2024  2920 |1.66 1.68 1.00|3.0   0 8.0|   0     0 |   0     0 | 18  297    0   22    1
Dec 30 07:37:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:23| 27   5  67   0   0|4485M  213M  169M 2914M|  22k   12k|1309k 1086k|48.7  38.8 |1770  2461 |1.66 1.68 1.00|2.0   0 4.0|   0     0 |   0     0 | 18  297    0   20    1
Dec 30 07:37:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:24| 16   1  81   1   0|4492M  206M  169M 2914M|  60k   12k| 440k 1164k|33.0  39.0 |1597  2196 |1.66 1.68 1.00|2.0   0   0|   0     0 |   0     0 | 18  297    0   20    1
Dec 30 07:37:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:25| 18   2  78   1   0|4498M  179M  169M 2935M|  23k 9202B|7867k 2188k| 130  31.0 |1651  2518 |1.66 1.68 1.00|2.0   0   0|   0     0 |   0     0 | 18  297    0   19    1
Dec 30 07:37:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:26| 23   4  72   1   0|4519M  141M  169M 2950M|8407B 1759B|   0  2434k|   0  97.4 |1743  2706 |1.66 1.68 1.00|2.0   0   0|   0     0 |   0     0 | 18  296    0   19    2
Dec 30 07:37:27 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:27| 22   4  71   2   0|4507M  122M  169M 2978M|5243B 1614B|   0  4112k|   0   191 |2136  3599 |1.61 1.66 1.00|3.0   0   0|   0     0 |   0     0 | 18  298    0   19    2
Dec 30 07:37:28 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:28| 25   3  71   1   0|4424M  213M  170M 2968M|5815B 1869B|   0  3023k|   0   103 |1694  2809 |1.61 1.66 1.00|2.0   0 1.0|   0     0 |   0     0 | 18  297    0   19    1
Dec 30 07:37:29 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:29| 25   4  69   0   0|4464M  171M  170M 2969M|5153B 1625B| 393k 1316k|6.02  80.3 |8542    17k|1.61 1.66 1.00|2.0   0 9.0|   0     0 |   0     0 | 18  297    0   19    1
Dec 30 07:37:30 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:30| 24   7  68   0   0|4475M  161M  170M 2970M|5543B 1615B|  32k 4050k|1.00   114 |  10k   21k|1.61 1.66 1.00|1.0   0  15|   0     0 |   0     0 | 18  297    0   19    1
Dec 30 07:37:31 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:31| 23   5  72   0   0|4416M  220M  170M 2970M|4964B 1614B|   0   498k|   0  33.9 |1628  2279 |1.61 1.66 1.00|2.0   0  17|   0     0 |   0     0 | 18  297    0   19    1
Dec 30 07:37:32 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:32| 24   5  69   0   0|4437M  198M  170M 2970M|4613B 1458B|   0   288k|   0  5.00 |9483    19k|1.56 1.65 1.00|2.0   0  48|   0     0 |   0     0 | 18  297    0   19    1
Dec 30 07:37:33 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:33| 23   7  69   0   0|4456M  179M  170M 2970M|6502B 1619B|   0    84k|   0  1.00 |9480    19k|1.56 1.65 1.00|4.0   0  16|   0     0 |   0     0 | 18  297    0   16    1
Dec 30 07:37:34 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:34| 23   6  70   0   0|4433M  202M  170M 2970M|5626B 1618B|   0   112k|   0  7.99 |8446    17k|1.56 1.65 1.00|3.0   0  13|   0     0 |   0     0 | 18  297    0   16    1
Dec 30 07:37:35 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:35| 23   3  72   0   0|4442M  193M  170M 2970M|7836B 1622B|   0   244k|   0  8.01 |1574  2370 |1.56 1.65 1.00|5.0   0 9.0|   0     0 |   0     0 | 18  297    0   16    1
Dec 30 07:37:36 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:36| 21   7  71   0   0|4423M  213M  170M 2970M|7656B 1620B|   0  4097B|   0  1.00 |2020  3003 |1.56 1.65 1.00|3.0   0  94|   0     0 |   0     0 | 18  297    0   16    1
Dec 30 07:37:37 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:37| 23   6  69   0   0|4433M  184M  171M 2985M|  12k 1670B|  16k 1226k|4.02  20.1 |  12k   24k|1.60 1.66 1.00|2.0   0 8.0|   0     0 |   0     0 | 18  297    0   16    1
Dec 30 07:37:38 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:38|  3   1  94   0   0|4444M  173M  171M 2985M|  17k 3641B|   0   987k|   0  20.9 |1237  1970 |1.60 1.66 1.00|1.0   0 2.0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:39 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:39|  2   1  97   0   0|4444M  173M  171M 2985M|8205B 1578B|   0     0 |   0     0 | 977  1639 |1.60 1.66 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:40|  1   1  96   0   0|4444M  173M  171M 2985M|5698B 1572B|   0   112k|   0  12.0 |1233  2446 |1.60 1.66 1.00|  0   0 1.0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:41 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:41|  2   1  96   0   0|4443M  173M  171M 2985M|5416B 1612B|   0   422k|   0  26.9 |1198  2083 |1.60 1.66 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:42 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:42|  2   1  96   0   0|4443M  173M  171M 2985M|4862B 1620B|   0    32k|   0  4.00 |1032  1769 |1.55 1.65 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:43 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:43|  2   0  96   0   0|4443M  173M  171M 2985M|4945B 1617B|   0     0 |   0     0 |1042  1754 |1.55 1.65 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:44 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:44|  2   1  96   0   0|4443M  173M  171M 2985M|5849B 1623B|   0  8206B|   0  2.00 | 990  1739 |1.55 1.65 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:45 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:45|  1   1  97   0   0|4443M  173M  171M 2985M|6181B 1621B|   0  4098B|   0  1.00 | 969  1825 |1.55 1.65 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:46 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:46|  2   1  95   0   0|4443M  173M  171M 2985M|5007B 1469B|   0  7380k|   0   439 |1119  1809 |1.55 1.65 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:47 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:47|  3   1  95   0   0|4443M  173M  171M 2985M|5171B 1677B|   0   187k|   0  25.8 |1289  2268 |1.42 1.62 1.00|4.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:48 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:48|  4   1  95   0   0|4443M  173M  171M 2985M|7646B 1622B|   0   204k|   0  27.0 |1399  2438 |1.42 1.62 1.00|1.0   0   0|   0     0 |   0     0 | 18  298    0   16    1
Dec 30 07:37:49 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:49| 14   1  84   1   0|4446M  171M  171M 2985M|  19k 7699B|   0   728k|   0  29.0 |1306  1954 |1.42 1.62 1.00|2.0   0   0|   0     0 |   0     0 | 18  299    0   16    1
Dec 30 07:37:50 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:50| 18   2  79   0   0|4453M  164M  171M 2986M|  21k   12k|4101B 1462k|1.00  68.1 |1729  3046 |1.42 1.62 1.00|2.0   0 1.0|   0     0 |   0     0 | 18  299    0   16    1
Dec 30 07:37:51 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:51|  6   2  90   0   0|4455M  161M  171M 2986M|  67k   10k|   0    17M|   0  97.0 |1493  2281 |1.42 1.62 1.00|1.0   0   0|   0     0 |   0     0 | 18  300    0   16    1
Dec 30 07:37:52 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:52| 12   3  85   0   0|4476M  139M  171M 2987M|  96k 9880B|   0  1083k|   0  46.3 |1381  2264 |1.39 1.61 1.00|5.0   0  12|   0     0 |   0     0 | 18  300    0   16    1
Dec 30 07:37:53 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:53| 23   2  75   0   0|4476M  140M  171M 2986M|  20k   11k|   0   993k|   0  35.8 |2038  4231 |1.39 1.61 1.00|2.0   0  22|   0     0 |   0     0 | 18  300    0   17    1
Dec 30 07:37:54 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:54| 17   2  80   0   0|4488M  127M  171M 2987M| 257k   13k|   0  1183k|   0  39.0 |1575  2181 |1.39 1.61 1.00|2.0   0   0|   0     0 |   0     0 | 18  299    0   16    2
Dec 30 07:37:55 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:55|  7   1  88   1   0|4488M  126M  171M 2987M| 103k   17k|  24k 2353k|3.99   105 |1718  2853 |1.39 1.61 1.00|1.0   0   0|   0     0 |   0     0 | 18  299    0   16    2
Dec 30 07:37:56 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:56| 12   2  85   1   0|4492M  121M  171M 2987M|  69k   12k|  97k 6755k|6.06  82.8 |1697  2668 |1.39 1.61 1.00|2.0   0   0|   0     0 |   0     0 | 18  299    0   16    2
Dec 30 07:37:57 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:57| 11   3  83   0   0|4491M  137M  171M 2972M|4637k   47k|   0  5607k|   0  62.5 |3435  3691 |1.36 1.60 1.00|2.0   0 2.0|   0     0 |   0     0 | 18  299    0   16    2
Dec 30 07:37:58 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:58|  9   3  84   1   0|4494M  148M  171M 2959M|  12M   55k| 137k   14M|2.01  97.4 |4117  3074 |1.36 1.60 1.00|1.0   0 4.0|   0     0 |   0     0 | 18  299    0   16    2
Dec 30 07:37:59 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:37:59| 21   3  76   1   0|4501M  130M  172M 2968M| 209k 4795B|  28k 2120k|2.00  72.0 |1574  2427 |1.36 1.60 1.00|2.0   0   0|   0     0 |   0     0 | 18  299    0   16    2
Dec 30 07:38:00 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:00| 22   5  71   1   0|4503M  133M  175M 2957M|7482B 1619B|   0  4489k|   0  98.9 |1941  3373 |1.36 1.60 1.00|2.0   0 1.0|   0     0 |   0     0 | 18  299    0   13    2
Dec 30 07:38:01 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:01| 24   5  70   1   0|4514M  135M  176M 2943M|5185B 1613B|   0    61M|   0   268 |2076  3201 |1.36 1.60 1.00|2.0   0   0|   0     0 |   0     0 | 18  299    0   13    2
Dec 30 07:38:02 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:02| 22   4  72   0   0|4505M  125M  177M 2959M|5388B 1564B|   0  3001k|   0   190 |1735  2651 |1.33 1.59 1.00|2.0   0   0|   0     0 |   0     0 | 18  299    0   12    2
Dec 30 07:38:03 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:03| 24   4  71   1   0|4508M  134M  178M 2942M|5561B 1623B|   0  2708k|   0  53.1 |1556  2443 |1.33 1.59 1.00|2.0   0   0|   0     0 |   0     0 | 18  299    0   12    2
Dec 30 07:38:04 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:04| 21   2  77   1   0|4511M  152M  179M 2919M|  15k 4295B|  24k 1973k|4.00  65.0 |1522  2246 |1.33 1.59 1.00|2.0   0   0|   0     0 |   0     0 | 18  297    0   10    1
Dec 30 07:38:05 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:05| 24   4  71   0   0|4460M  201M  179M 2920M|  10k 1631B|   0   745k|   0  15.1 |2823  4869 |1.33 1.59 1.00|4.0   0  10|   0     0 |   0     0 | 18  297    0   10    1
Dec 30 07:38:06 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:06| 23   5  71   0   0|4452M  210M  179M 2921M|5302B 1507B|   0  2340k|   0  17.9 |7402    14k|1.33 1.59 1.00|1.0   0 8.0|   0     0 |   0     0 | 18  297    0    8    1
Dec 30 07:38:07 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:07| 24   7  68   0   0|4475M  187M  179M 2921M|7667B 1620B|   0  1096k|   0  32.0 |9282    19k|1.30 1.58 1.00|1.0   0  13|   0     0 |   0     0 | 18  297    0    8    1
Dec 30 07:38:08 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:08| 24   4  72   0   0|4434M  226M  179M 2921M|  13k 1657B| 167k  674k|3.99  23.9 |1497  2281 |1.30 1.58 1.00|2.0   0 6.0|   0     0 |   0     0 | 18  297    0    6    1
Dec 30 07:38:09 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:09| 25   3  71   1   0|4450M  207M  180M 2924M|4967B 1630B| 918k 2000k|33.2  88.5 |3813  7143 |1.30 1.58 1.00|3.0   0 2.0|   0     0 |   0     0 | 18  300    0    9    1
Dec 30 07:38:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:10| 24   8  66   1   0|4407M  249M  180M 2925M|7730B 1566B| 500k 3027k|25.0   309 |4999  9666 |1.30 1.58 1.00|4.0   0 149|   0     0 |   0     0 | 18  299    0    8    1
Dec 30 07:38:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:11| 12  15  67   3   0|4400M  248M  180M 2933M|6737B 1613B|8995k   17M| 349   112 |4096  7684 |1.30 1.58 1.00|2.0   0 301|   0     0 |   0     0 | 18  299    0   10    1
Dec 30 07:38:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:12|  9   4  73  11   0|4403M  218M  180M 2961M|5843B 2635B|  27M 3059k|2089   292 |3858  6677 |1.28 1.57 1.00|2.0   0 6.0|   0     0 |   0     0 | 18  300    0   10    1
Dec 30 07:38:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:13|  3   1  94   0   0|4402M  218M  180M 2961M|  10k 2985B|   0   928k|   0  26.0 |1429  2413 |1.28 1.57 1.00|2.0   0   0|   0     0 |   0     0 | 18  300    0   10    1
Dec 30 07:38:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:14|  6   2  90   0   0|4404M  215M  180M 2962M|  58k 3936B|1719k  713k|56.4  19.1 |1356  2143 |1.28 1.57 1.00|2.0   0  17|   0     0 |   0     0 | 18  299    0   10    2
Dec 30 07:38:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:15| 20   6  71   1   0|4419M  187M  180M 2975M|5854B 1715B|  11M  979k| 249   116 |3355  5767 |1.28 1.57 1.00|2.0   0  57|   0     0 |   0     0 | 18  299    0   10    1
Dec 30 07:38:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:16| 21   5  72   1   0|4480M  124M  180M 2977M|5332B 2020B|2499k 3954k| 144   200 |1910  3159 |1.28 1.57 1.00|1.0   0 8.0|   0     0 |   0     0 | 18  300    0   10    1
Dec 30 07:38:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:17| 16   2  82   0   0|4450M  167M  180M 2965M| 141k 7147B|   0   741k|   0  36.8 |1502  2416 |1.18 1.54 0.99|3.0   0   0|   0     0 |   0     0 | 18  299    0   10    1
Dec 30 07:38:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:18| 27   4  67   1   0|4455M  162M  180M 2965M|6543B 1570B| 241k  858k|13.0  50.1 |  12k   25k|1.18 1.54 0.99|5.0   0 5.0|   0     0 |   0     0 | 18  299    0   10    1
Dec 30 07:38:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:19| 25   2  72   0   0|4454M  162M  180M 2965M|5415B 1511B|  32k  184k|4.00  4.00 |1366  1915 |1.18 1.54 0.99|3.0   0 7.0|   0     0 |   0     0 | 18  299    0   10    1
Dec 30 07:38:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:20| 12   2  83   0   0|4428M  187M  180M 2965M|  35k 7272B|   0  1144k|   0  55.0 |1856  3313 |1.18 1.54 0.99|1.0   0 1.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:21| 11   2  86   0   0|4428M  185M  180M 2968M|1178k   15k|   0  1984k|   0  34.1 |1549  2081 |1.18 1.54 0.99|1.0   0 2.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:22| 25   7  67   0   0|4447M  165M  180M 2969M| 836k   14k| 509k   16M|3.98   622 |2182  2453 |1.08 1.52 0.99|5.0   0 9.9|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:23| 21   4  73   0   0|4462M  140M  180M 2979M|5209k   34k| 512k 5762k|4.00  21.0 |2811  2371 |1.08 1.52 0.99|1.0   0 7.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:24|  5   1  93   0   0|4461M  140M  180M 2980M| 275k 6380B|   0   721k|   0  12.0 |1221  1758 |1.08 1.52 0.99|1.0   0 1.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:25|  7   1  90   0   0|4461M  139M  180M 2981M| 449k 8806B|   0  1124k|   0  18.0 |1267  2058 |1.08 1.52 0.99|1.0   0 3.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:26|  6   1  90   0   0|4461M  138M  180M 2981M| 251k 8243B|   0  1020k|   0  31.0 |1611  2538 |1.08 1.52 0.99|1.0   0 2.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:27 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:27|  7   1  90   0   0|4461M  138M  180M 2982M| 212k 8218B|   0  1243k|   0  42.0 |1559  2438 |1.00 1.49 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:28 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:28|  8   2  90   0   0|4461M  137M  180M 2982M| 303k 8689B|   0  1348k|   0  63.0 |1659  2620 |1.00 1.49 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:29 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:29|  7   1  89   0   0|4460M  136M  181M 2984M| 754k   10k|   0  1920k|   0  43.0 |1615  2408 |1.00 1.49 0.98|1.0   0 4.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:30 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:30|  9   1  89   1   0|4462M  133M  181M 2984M| 458k 7858B|   0  1286k|   0  35.0 |1421  2470 |1.00 1.49 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:31 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:31|  8   1  90   1   0|4462M  131M  181M 2986M|1101k   11k|   0  2017k|   0  29.1 |1431  1987 |1.00 1.49 0.98|  0   0 4.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:32 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:32|  7   5  88   0   0|4467M  125M  181M 2988M| 754k   10k|   0    81M|   0   264 |2030  2861 |0.91 1.47 0.98|2.0   0 4.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:33 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:33| 26   2  71   0   0|4467M  131M  181M 2982M|5787B 1611B|   0  1556k|   0   222 |1531  2134 |0.91 1.47 0.98|3.0   0 1.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:34 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:34| 23   1  75   0   0|4465M  131M  181M 2983M|1155k 6657B|   0   605k|   0  5.01 |1454  1792 |0.91 1.47 0.98|2.0   0 1.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:35 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:35|  9   2  89   1   0|4464M  126M  181M 2989M|2625k   20k|   0  4462k|   0  34.0 |2016  2573 |0.91 1.47 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:36 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:36|  7   1  90   0   0|4464M  137M  181M 2978M|1050k   12k|   0  1737k|   0  18.0 |1462  1966 |0.91 1.47 0.98|1.0   0 3.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:37 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:37| 10   4  84   1   0|4461M  138M  181M 2980M|8135k   28k|   0    57M|   0   152 |3388  3169 |0.84 1.44 0.97|3.0   0 3.0|   0     0 |   0     0 | 18  301    0   10    1
Dec 30 07:38:38 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:38:38|  8   2  88   0   0|4463M  164M  181M 2952M|5050k   21k|   0    13M|   0  44.1 |2438  2609 |0.84 1.44 0.97|1.0 1.0 1.0|   0     0 |   0     0 | 18  301    0   10    1
